,Array,Time,Permutation Count
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7230410575866699,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7234246730804443,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7133362293243408,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7259860038757324,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7049050331115723,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6876370906829834,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7141749858856201,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7066419124603271,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7143738269805908,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6911559104919434,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6849002838134766,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.693958044052124,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6786327362060547,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6914341449737549,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7155640125274658,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6868212223052979,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6762359142303467,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6797990798950195,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6734652519226074,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6907179355621338,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.668694019317627,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.723639726638794,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7133111953735352,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6808488368988037,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6905007362365723,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6865451335906982,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.695319652557373,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6823642253875732,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7066590785980225,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7040798664093018,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7043700218200684,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7181029319763184,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7397360801696777,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7511019706726074,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6845681667327881,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7049047946929932,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6948401927947998,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6998839378356934,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6891350746154785,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6769499778747559,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.117995023727417,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.113893985748291,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.134185075759888,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.187515020370483,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.096516132354736,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.108447790145874,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.142046928405762,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.067040920257568,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",6.986501932144165,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.049466133117676,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.175031900405884,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.11495304107666,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.278704881668091,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.2509119510650635,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.200969934463501,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.044465065002441,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.155303955078125,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.1948230266571045,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.071871995925903,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.421156883239746,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.167778015136719,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.182032108306885,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.119248867034912,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.083092927932739,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.061522006988525,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.010466814041138,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.404499053955078,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.558809995651245,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.102617979049683,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.098501205444336,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.573221206665039,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8.739288091659546,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8.41480803489685,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.562565088272095,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.318480014801025,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.266973257064819,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.10809326171875,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.593012094497681,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.544173955917358,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.850322008132935,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.890176057815552,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.210868835449219,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.525135278701782,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.587947130203247,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.182330846786499,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.42633318901062,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.580571174621582,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.416734933853149,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.11981725692749,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.122848987579346,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.190766096115112,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.127701997756958,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.115675926208496,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.466279983520508,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.536022901535034,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.430269002914429,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.045954942703247,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.0293357372283936,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.139133930206299,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.059173107147217,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.1288981437683105,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",6.999449968338013,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.1828179359436035,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.168338060379028,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.058840036392212,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.394935846328735,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8.30485200881958,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8.152193069458008,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.692713260650635,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8.03945803642273,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.700238943099976,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.29894495010376,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.271084785461426,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.218785047531128,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.2915120124816895,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.309560775756836,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.26406192779541,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.525097131729126,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.149781942367554,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.125118017196655,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.173187017440796,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.119174003601074,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.151994943618774,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.1965460777282715,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.1906843185424805,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.14697790145874,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.089416027069092,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.271606922149658,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.128348112106323,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.076675891876221,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.120579242706299,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.1423821449279785,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.0782458782196045,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.173801898956299,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.287855863571167,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.2187278270721436,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.179718255996704,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.09043025970459,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.027608871459961,3628800
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7.172334909439087,3628800
